采购计划号,组织,客户,单据状态,创建时间,审核时间,创建人,贸易方式,默认币别,销售-人民币汇率汇率,人民币-美元汇率,利润率,采购子计划号,SKU,英文名,数量(pcs),数量(unit),海外仓入库商家,工厂,工厂英文名,工厂英文地址,工厂完工时间,采购计划ETD,四字简码,工厂单价(pcs),采购单价(pcs),采购单价(unit),采购总额,销售-美元汇率,销售单价(pcs),销售单价(unit),销售总金额(原币),销售总金额(USD),目的仓库,装运港,目的港,目的港国家,海关编码,退税率%,退税额,PC,CTN,总箱数,单件净重,单件毛重,单件体积M3,客人SKU,总净重,总毛重,总体积,对外货号,产品尺寸,佣金方法,结算类型,扣佣率%,扣佣,付佣率%,付佣,设计佣金率%,设计佣金,平台佣金率%,平台佣金(USD),佣金总额(USD),预计拖柜时间,颜色,中文货描,英文货描,MX code,PO#1,PO#2,barcode01,barcode02
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600017059,SMEG BLACK PU BLACK GOLD LEG,32,16,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,5626,118.6,17.3156,34.6312,554.0992,0.7445,23.83,47.66,762.56,567.73,Toronto,天津,多伦多,CA,9401619000,0.13,436.62,2,1,16,10.0,12.3,0.139,,160.0,196.8,2.224,SMEG BLACK PU BLACK GOLD LEG,54*50*83cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,17.03,0.008,4.54,21.57,,黑色,产品尺寸：54*50*83cm，Black 瑞海环保PU＋新海绵＋E1座板＋铁框架靠背。管材：32*1.0/14*1.0/10*0.9mm。黑金亚光喷涂下架。前腿管为球形调节脚，后腿管为球形管塞，确保产品组装平整度，不平整最多接受2mm 间隙， 2pcs/ctn.海绵厚度：背2+1CM，密度18Kg；背夹心厚度1CM；密度6Kg；坐心海绵厚度3CM，密度25Kg，坐面海绵厚度1CM，密度18Kg；电商包装过摔箱，200磅纸箱，大货要和签样一致。200Lbs+边压强度40KGS棕色纸箱线条图（优先使用高清图黑白印刷）+电商摔箱（按我司最新摔箱标准）＝纸箱强度均值必须达到200Lbs+边压强度40KGS，纸箱黄黑盒印刷 ，包装方式为侧封箱和王字型封箱胶，纸箱封口处加多五条拉横的封箱胶;包装使用的泡沫至少足20kgs/m3以上（受冲击部位），（非冲击部位）至少足10kgs/m3以上；每个产品需要备3%空纸箱以及3%的五金包配件（只有组装产品需要），单独纸盒独立包装。禁止使用纸箱箱钉和打包带,"Dining Chair, Product size:54*50*83cm ,PU cover + 32mm round matel tube legs with black+golden paintting . seat board 18mm E1 . 2pcs/ctn, mailbox.",,,,,
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600017057,SMEG CARAMEL PU BLACK GOLD LEG,20,10,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,5624,97.37,14.216,28.432,284.3204,0.7445,19.89,39.78,397.8,296.16,Toronto,天津,多伦多,CA,9401619000,0.13,224.04,2,1,10,10.0,12.3,0.139,,100.0,123.0,1.39,SMEG CARAMEL PU BLACK GOLD LEG,54*50*83cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,8.88,0.008,2.37,11.25,,灰色,"产品尺寸：54*50*83cm，深色马鞍皮PU-16＋新海绵＋E1座板＋铁框架靠背。管材：32*1.0/14*1.0/10*0.9mm。黑金亚光喷涂下架。前腿管为球形调节脚，后腿管为球形管塞，确保产品组装平整度，不平整最多接受2mm 间隙， 2pcs/ctn.海绵厚度：背2+1CM，密度18Kg；背夹心厚度1CM；密度6Kg；坐心海绵厚度3CM，密度25Kg，坐面海绵厚度1CM，密度18Kg；电商包装过摔箱，200磅纸箱。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Dining Chair, Product size:54*50*83cm ,PU cover + 32mm round metal tube legs with black+golden paintting . seat board 18mm E1 . 2pcs/ctn, mailbox.",,,,,
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600012505,SMEG TIAANIUM 32MM A,70,35,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,1876,81.774,11.939,23.878,835.7303,0.7445,16.99,33.98,1189.3,885.43,Toronto,天津,多伦多,CA,9401619000,0.13,658.53,2,1,35,10.0,12.3,0.139,,350.0,430.5,4.865,SMEG TIAANIUM 32MM A,52.5*49.5*83.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,26.56,0.008,7.08,33.64,,,"餐椅：52.5*49.5*83cm，KD结构，坐高47cm，管材：32*1.0/14*1.0/10*0.9，黑胡桃木色转印，前腿管为黑色球形调节脚，后腿管为黑色球形管塞，确保产品组装平整度，不平整最多接受2mm间隙。绿色天鹅绒布艾格65号，18公斤密度海绵，E1新板竹木纤维板75*50cm，2件1箱，包装尺寸：56*48*51.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Dining Chair, Product size:52.5*49.5*83cm ,fabric cover + 32mm round matel tube legs with No. E color wooden printing , 18mm E1 seat board .. 2pcs/ctn",H0373,,,,
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600005216,ZOMBA BLUE VELVET DIAMOND KD METAL SY,108,54,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,8715,91.8,13.4028,26.8056,1447.5024,0.7445,18.49,36.98,1996.92,1486.71,Toronto,天津,多伦多,CA,9401719000,0.13,1140.6,2,1,54,10.5,12.5,0.124,,567.0,675.0,6.696,ZOMBA BLUE VELVET DIAMOND KD METAL SY,47*55.5*78cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,44.6,0.008,11.89,56.49,,蓝色,"铁框架靠背＋平座＋全新海绵+布，橡木细木纹转印腿，布料为蓝色天鹅绒，靠背菱形车线，前后腿铁片形状不同区分BC腿 。38圆管缩管，1.2壁厚，2把一箱棕盒包装,2PCS/CTN，五金包单独每张椅子一包，每张椅子一张组装图放入五金包，每个五金包固定在每张椅子的铁脚上。注意要确保四脚平稳，不接受3只脚现象，不平的现象不得超过2mm;底脚使用半球型的可调底脚，靠背形状要周正，不接受偏和歪的情况。,200Lbs+边压强度40KGS棕色纸箱线条图+电商摔箱（按我司最新摔箱标准），纸箱黄黑盒印刷 ，包装方式为侧封箱和王字型封箱胶，纸箱封口处加多五条拉横的封箱胶;五金包普通白色透明包装，每个产品需要备3%空纸箱以及3%的五金包配件（只有组装产品需要），单独纸盒独立包装。禁止使用纸箱箱钉和打包带。","size: 47*55.5*78cm, flat seat and metal tube back rest , blue velvet cover, 38 round metal tube legs with oak wooden printing. 2pcs/ctn",H0783,,,,
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600005218,ZOMBA GREY VELVET DIAMOND KD METAL SY,60,30,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,8738,73.99,10.8025,21.6051,648.1524,0.7445,15.18,30.36,910.8,678.09,Toronto,天津,多伦多,CA,9401719000,0.13,510.73,2,1,30,10.5,13.0,0.126,,315.0,390.0,3.78,ZOMBA GREY VELVET DIAMOND KD METAL SY,56*49*77cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,20.34,0.008,5.42,25.76,,灰色,"餐椅：54.5*49*77cm，KD结构，坐高47cm，管材：38*1.0/14*1.0/10*1.0，细木纹转印，注意要确保四脚平稳，不接受3只脚现象，不平的现象不得超过2mm,前后腿铁片形状不同区分BC腿;底脚使用半球型的可调底脚。天鹅绒灰色艾格40号，靠背菱形车线（钻石纹），靠背形状要周正，不接受偏和歪的情况。18公斤密度海绵，E1新板18mm，2件1箱，包装尺寸：51*46*52cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","size: 47*55.5*78cm, flat seat and metal tube back rest grey velvet cover, 38 round metal tube legs with oak wooden printing. 2pcs/ctn",H0785,,,,
R23GX-ZY00050,正一观,39F INC.,合同已签订,2023-04-24 11:12:09,2023-05-04 16:10:35,ZYG-GX,自营,美元,5.1,0.146,0.1085,R23GX-ZY00050F01,600005215,ZOMBA ROSE VELVET DIAMOND KD METAL SY,12,6,QXD_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-05-10 00:00:00,2023-05-20 00:00:00,8702,73.99,10.8025,21.6051,129.6305,0.7445,15.18,30.36,182.16,135.62,Toronto,天津,多伦多,CA,9401719000,0.13,102.14,2,1,6,10.5,13.0,0.122,,63.0,78.0,0.732,ZOMBA ROSE VELVET DIAMOND KD METAL SY,47*55.5*78cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,4.07,0.008,1.08,5.15,,玫瑰色,"餐椅：54.5*49*77cm，KD结构，坐高47cm，管材：38*1.0/14*1.0/10*1.0，细木纹转印，注意要确保四脚平稳，不接受3只脚现象，不平的现象不得超过2mm,前后腿铁片形状不同区分BC腿;底脚使用半球型的可调底脚。天鹅绒玫瑰色艾格23号，靠背菱形车线（钻石纹），靠背形状要周正，不接受偏和歪的情况。18公斤密度海绵，E1新板18mm，2件1箱，包装尺寸：51*46*52cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","size: 47*55.5*78cm, flat seat and metal tube back rest , fabric cover, 38 round metal tube legs with oak wooden printing. 2pcs/ctn",H0768,,,,
R23GX-A600048,闻歌台,Meijer Trading Ltd.,合同已签订,2023-04-25 15:04:49,2023-05-05 18:43:46,WYXGX,自营,美元,6.85,0.146,0.0561,R23GX-A600048F01,200200001850,JOEY HM 4PCS,452,113,,漳州市芗城红梅家具有限公司,漳州市芗城红梅家具有限公司,,2023-05-27 00:00:00,2023-06-07 00:00:00,,41.8,6.1028,24.4112,2758.4656,1.0,7.48,29.92,3380.96,3380.96,,厦门,美国,US,9403300090,0.13,2173.6,4,1,113,12.0,13.6,0.062,3288938,1356.0,1536.8,7.006,JOEY HM 4PCS,48*38*66cm,FOB佣金率,人民币出厂含税结算,0.01,33.81,0.0,0.0,0.02,67.62,0.008,27.05,128.48,2023-06-01 00:00:00,木纹,HM-ST200018S-MDF折叠桌：48*38*66CM，前H后H，16x0.8mm银管配15mm MDF，贴木纹PVC。桌面是吸塑包装(只吸塑塑料板面-非整张)+彩图。外箱是棕盒。四件一箱装。,"Folding Table, 19mm silver tube with w/Beech J22# MDF;",,214702229,,789615447768,
R23GX-A600048,闻歌台,Meijer Trading Ltd.,合同已签订,2023-04-25 15:04:49,2023-05-05 18:43:46,WYXGX,自营,美元,6.85,0.146,0.0561,R23GX-A600048F02,200200001850,JOEY HM 4PCS,48,12,,漳州市芗城红梅家具有限公司,漳州市芗城红梅家具有限公司,,2023-05-27 00:00:00,2023-06-07 00:00:00,,41.8,6.1028,24.4112,292.9344,1.0,7.48,29.92,359.04,359.04,,厦门,美国,US,9403300090,0.13,230.83,4,1,12,12.0,13.6,0.062,3288938,144.0,163.2,0.744,JOEY HM 4PCS,48*38*66cm,FOB佣金率,人民币出厂含税结算,0.01,3.59,0.0,0.0,0.02,7.18,0.008,2.87,13.64,2023-06-01 00:00:00,木纹,HM-ST200018S-MDF折叠桌：48*38*66CM，前H后H，16x0.8mm银管配15mm MDF，贴木纹PVC。桌面是吸塑包装(只吸塑塑料板面-非整张)+彩图。外箱是棕盒。四件一箱装。,"Folding Table, 19mm silver tube with w/Beech J22# MDF;",,214702231,,789615447768,
R23GX-A600048,闻歌台,Meijer Trading Ltd.,合同已签订,2023-04-25 15:04:49,2023-05-05 18:43:46,WYXGX,自营,美元,6.85,0.146,0.0561,R23GX-A600048F01,500600007099,GALE BK 4PCS LMKZ,168,42,,漳州市芗城红梅家具有限公司,漳州市芗城红梅家具有限公司,,2023-05-27 00:00:00,2023-06-07 00:00:00,,35.5,5.183,20.732,870.744,1.0,4.88,19.52,819.84,819.84,,厦门,美国,US,9403700000,0.13,686.12,4,1,42,5.6,7.0,0.072,3463015,235.2,294.0,3.024,GALE BK 4PCS LMKZ,52*37*65.5cm,FOB佣金率,人民币出厂含税结算,0.01,8.2,0.0,0.0,0.03,24.6,0.008,6.56,39.36,2023-06-01 00:00:00,黑色,HM-ST23014B托盘茶几，52*37*65.5cm，银色16*0.8mm 钢管喷涂，黑色PP塑料桌面，灰色塑料脚套 ，盘面为长方形圆角；四件一箱.。桌面先吸塑包装(只吸塑塑料板面-非整张)+后贴彩图到吸塑包装上。外箱为棕盒。,"Fruit Table, 16mm black powder coating metal tube , 15mm black PP tray , 4pcs/CTN , MAILBOX.",,214702229,,789615447652,
R23GX-A600050,闻歌台HK,WALMART CHILE S. A.,合同已签订,2023-04-26 20:09:47,2023-05-31 10:46:17,WYXGX,转口非代理,美元,6.85,0.146,0.0235,R23GX-A600050F01,600300018459,DAVEY WHITE,960,960,,惠州市美又好家具有限公司,惠州市美又好家具有限公司,,2023-05-19 00:00:00,2023-05-24 00:00:00,,9.9,9.9,9.9,9504.0,1.0,10.85,10.85,10416.0,10416.0,,深圳,圣安东尼奥,CL,9403200000,0.13,0.0,1,1,960,2.3,2.8,0.028,747375,2208.0,2688.0,26.88,DAVEY WHITE,44*22*90cm,FOB佣金率,美金结算,0.0,0.0,0.02,208.32,0.02,208.32,0.008,83.33,499.97,2023-05-24 00:00:00,白色,四层手推车 尺寸：400 * 220 * 900毫米材料：塑料钢（ABS）篮子尺寸：400 * 220 * 70毫米包装：1个/ 1ctn，0.028cbm 415 * 235 * 290（2.3 / 2.8kg）,"4-tier trolley Size: 400*220*900 Hmm                                                    Material: Plastic Steel ( ABS )                                                Basket size : 400*220*70 mm                           Packing:1pc/1ctn ,  0.028cbm 415*235*290 (2.3/2.8kg)",,,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F01,2202220000005,PANYA OAK,200,200,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-05-20 00:00:00,2023-06-12 00:00:00,8621,216.0,31.536,31.536,6307.2,1.0,32.3,32.3,6460.0,6460.0,,福州,圣安东尼奥,CL,9403609990,0.13,4969.91,1,1,200,31.1,34.3,0.109,109445,6220.0,6860.0,21.8,PANYA OAK,163.5*40*58cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,129.2,0.02,129.2,0.008,51.68,310.08,2023-05-26 00:00:00,木纹色,15MM PB板贴82039纸+六角塑料藤，150磅黄盒+采标包装，一件一箱,"TV cabinet, 1635*400*580mm, double-sided melamine paper 15mm, door 17mm, laminate 15mm, oak grain with off-white teng surface, melamine legs, middle beech solid wood legs, 200 pounds five-layer corrugated yellow box mail order 6 Panel e-commerce packaging.",,186258,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F01,2202220000002,QUERALT OAK,100,100,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-05-20 00:00:00,2023-06-12 00:00:00,9795,155.0,22.63,22.63,2263.0,1.0,22.91,22.91,2291.0,2291.0,,福州,圣安东尼奥,CL,9403609990,0.13,1783.19,1,1,100,20.25,22.7,0.084,109446,2025.0,2270.0,8.4,QUERALT OAK,50*37*125cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,45.82,0.02,45.82,0.008,18.33,109.97,2023-05-26 00:00:00,木纹色,"15MM PB板贴82039纸+六角塑料藤+木脚3.5*2.5*18,150磅黄盒+采标包装，一件一箱","Drawer cabinet, product size: 500*370*1250mm, double-sided melamine paper 15MM, door panel 17MM, laminate 15mm, back panel 2mm, oak grain with off-white Teng surface, beech solid wood legs, 200 pounds five-layer corrugated yellow box mail order 6-sided benzene board e-commerce packaging.",,186258,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F01,2202220000001,QUELINA OAK,150,150,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-05-20 00:00:00,2023-06-12 00:00:00,8618,287.0,41.902,41.902,6285.3,1.0,42.53,42.53,6379.5,6379.5,,福州,圣安东尼奥,CL,9403609990,0.13,4952.66,1,1,150,32.1,35.8,0.127,109450,4815.0,5370.0,19.05,QUELINA OAK,80*37*125cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,127.59,0.02,127.59,0.008,51.04,306.22,2023-05-26 00:00:00,木纹色,15MM PB板贴82039纸+六角塑料藤+木脚3.5*2.5*22.5，150磅黄盒+采标包装，一件一箱,"Drawer cabinet, product size: 800*370*1250mm, double-sided melamine paper 15mm, door panel 17mm, laminate 15mm, back panel 2mm, oak grain with off-white Teng surface, beech solid wood legs 42*26mm, 200 pounds of five-layer corrugated paper Yellow box mail order 6-sided benzene board e-commerce packaging.",,186258,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F01,2211150000002,TIRGIX COFFEE TABLE BK,100,100,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-05-20 00:00:00,2023-06-12 00:00:00,3734,171.0,24.966,24.966,2496.6,1.0,25.15,25.15,2515.0,2515.0,,福州,圣安东尼奥,CL,9403609990,0.13,1967.26,1,1,100,12.1,13.1,0.039,109454,1210.0,1310.0,3.9,TIRGIX COFFEE TABLE BK,110*50*45cm;,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,50.3,0.02,50.3,0.008,20.12,120.72,2023-05-26 00:00:00,木纹色,"15MM PB板贴82039纸+六角塑料藤,150磅黄盒+采标包装，一件一箱","15MM PB板贴82039纸+六角塑料藤,150磅黄盒+采标包装，一件一箱",,186258,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F01,2211150000003,NENPHAE OAK NIGHT STAND,300,300,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-05-20 00:00:00,2023-06-12 00:00:00,,106.0,15.476,15.476,4642.8,1.0,15.26,15.26,4578.0,4578.0,,福州,圣安东尼奥,CL,9403200000,0.13,3658.41,1,1,300,14.0,15.5,0.026,109447,4200.0,4650.0,7.8,NENPHAE OAK NIGHT STAND,50*40*50cm;,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,91.56,0.02,91.56,0.008,36.62,219.74,2023-05-26 00:00:00,木纹色,18MM MDF板贴82039纸+六角塑料藤，150磅黄盒+采标包装，一件一箱,18MM MDF板贴82039纸+六角塑料藤，150磅黄盒+采标包装，一件一箱,,186254,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F02,2202220000005,PANYA OAK,200,200,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-06-30 00:00:00,2023-07-16 00:00:00,8621,216.0,31.536,31.536,6307.2,1.0,32.3,32.3,6460.0,6460.0,,福州,圣安东尼奥,CL,9403609990,0.13,4969.91,1,1,200,31.1,34.3,0.109,109445,6220.0,6860.0,21.8,PANYA OAK,163.5*40*58cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,129.2,0.02,129.2,0.008,51.68,310.08,2023-07-10 00:00:00,木纹色,15MM PB板贴82039纸+六角塑料藤，150磅黄盒+采标包装，一件一箱,"TV cabinet, 1635*400*580mm, double-sided melamine paper 15mm, door 17mm, laminate 15mm, oak grain with off-white teng surface, melamine legs, middle beech solid wood legs, 200 pounds five-layer corrugated yellow box mail order 6 Panel e-commerce packaging.",,186363,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F02,2202220000002,QUERALT OAK,100,100,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-06-30 00:00:00,2023-07-16 00:00:00,9795,155.0,22.63,22.63,2263.0,1.0,22.91,22.91,2291.0,2291.0,,福州,圣安东尼奥,CL,9403609990,0.13,1783.19,1,1,100,20.25,22.7,0.084,109446,2025.0,2270.0,8.4,QUERALT OAK,50*37*125cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,45.82,0.02,45.82,0.008,18.33,109.97,2023-07-10 00:00:00,木纹色,"15MM PB板贴82039纸+六角塑料藤+木脚3.5*2.5*18,150磅黄盒+采标包装，一件一箱","Drawer cabinet, product size: 500*370*1250mm, double-sided melamine paper 15MM, door panel 17MM, laminate 15mm, back panel 2mm, oak grain with off-white Teng surface, beech solid wood legs, 200 pounds five-layer corrugated yellow box mail order 6-sided benzene board e-commerce packaging.",,186363,,,
R23GX-A600051,闻歌台,WALMART CHILE S. A.,合同已签订,2023-04-27 13:46:34,2023-05-26 15:57:01,WYXGX,自营,美元,6.85,0.146,0.0144,R23GX-A600051F02,2202220000001,QUELINA OAK,150,150,,福清市兴鸿鑫家具有限公司,福清市兴鸿鑫家具有限公司,,2023-06-30 00:00:00,2023-07-16 00:00:00,8618,287.0,41.902,41.902,6285.3,1.0,42.53,42.53,6379.5,6379.5,,福州,圣安东尼奥,CL,9403609990,0.13,4952.66,1,1,150,32.1,35.8,0.127,109450,4815.0,5370.0,19.05,QUELINA OAK,80*37*125cm,FOB佣金率,人民币出厂含税结算,0.0,0.0,0.02,127.59,0.02,127.59,0.008,51.04,306.22,2023-07-10 00:00:00,木纹色,15MM PB板贴82039纸+六角塑料藤+木脚3.5*2.5*22.5，150磅黄盒+采标包装，一件一箱,"Drawer cabinet, product size: 800*370*1250mm, double-sided melamine paper 15mm, door panel 17mm, laminate 15mm, back panel 2mm, oak grain with off-white Teng surface, beech solid wood legs 42*26mm, 200 pounds of five-layer corrugated paper Yellow box mail order 6-sided benzene board e-commerce packaging.",,186363,,,
